,preis,kilometer,erstzulassung_monat,erstzulassung_jahr,leistung,mfk_monat,mfk_jahr,angebotsnummer,bewertung_durchschnitt,bewertung_gesamteindruck,bewertung_erreichbarkeit,bewertung_zuverlaessigkeit,bewertung_angebotsbeschreibung,bewertung_kauferlebnis,anzahl_bewertungen,prozentsatz_weiterempfehlungen,fahrzeughalter,gaenge,hubraum,kraftstoffverbrauch,co2_emissionen,tueren,sitzplaetze,garantie,marke_Volkswagen,modell_Golf VI,treibstoff_Autogas (LPG),treibstoff_Benzin,treibstoff_Diesel,treibstoff_Gas,treibstoff_Sonstige,anbieter_Gewerblicher Anbieter,anbieter_Privater Anbieter,karosserieform_Cabrio,karosserieform_Coupé,karosserieform_Kleinwagen,karosserieform_Kombi,karosserieform_Limousine,karosserieform_Sonstige,karosserieform_Van/Kleinbus,getriebe_Automatik,getriebe_Halbautomatik,getriebe_Schaltgetriebe,antriebsart_Allrad,antriebsart_Front,antriebsart_Heck
24279,11990,55000.0,4.0,2011.0,77,,,269920711,4.7,4.5,5.0,5.0,4.5,4.5,2.0,100.0,1.0,6.0,1197.0,57.0,134.0,5.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
24284,11990,62962.0,8.0,2011.0,90,8.0,2016.0,269899451,4.86,5.0,4.8,4.9,4.81,4.75,11.0,100.0,1.0,6.0,1390.0,,,5.0,,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
24288,11990,82500.0,7.0,2009.0,90,7.0,2016.0,269723808,5.0,5.0,5.0,5.0,5.0,5.0,1.0,100.0,1.0,,1390.0,63.0,146.0,4.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
24290,11990,85200.0,10.0,2010.0,77,,,269680014,4.72,5.0,4.6,4.8,4.8,4.4,5.0,100.0,1.0,5.0,1598.0,41.0,,,3.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
24293,11990,53100.0,4.0,2011.0,77,,,269648250,4.92,5.0,5.0,5.0,5.0,4.5,3.0,100.0,2.0,6.0,1197.0,57.0,134.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24295,11990,81900.0,2.0,2011.0,90,2.0,2016.0,269647324,4.38,4.33,4.33,4.66,4.0,4.5,3.0,100.0,2.0,,1390.0,63.0,149.0,4.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
24301,11990,48018.0,3.0,2011.0,63,,,269559287,5.0,5.0,5.0,5.0,5.0,5.0,2.0,100.0,1.0,,1197.0,55.0,130.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
24303,11990,66500.0,2.0,2012.0,77,2.0,2015.0,269522938,4.0,4.0,4.5,4.0,4.0,3.5,2.0,100.0,1.0,5.0,1598.0,45.0,119.0,5.0,5.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
24306,11990,86045.0,11.0,2010.0,77,11.0,2015.0,269392120,4.46,4.66,5.0,4.0,4.66,4.0,3.0,67.0,1.0,,1598.0,45.0,,,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
24312,11990,99000.0,4.0,2010.0,103,2.0,2017.0,269196803,5.0,5.0,5.0,5.0,5.0,5.0,1.0,100.0,2.0,,1968.0,56.0,,,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
24315,11990,131900.0,3.0,2012.0,77,2.0,2017.0,269009044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,1598.0,45.0,119.0,4.0,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24316,11990,53000.0,7.0,2012.0,63,,,268976876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1197.0,55.0,130.0,5.0,,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24319,11990,49500.0,3.0,2011.0,77,,,268948249,4.7,4.5,5.0,5.0,4.5,4.5,2.0,100.0,1.0,6.0,1197.0,57.0,135.0,5.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
24320,11990,31500.0,4.0,2012.0,77,,,268945273,3.0,3.2,3.0,2.8,3.2,2.75,5.0,60.0,1.0,,1197.0,57.0,134.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
24321,11990,85000.0,9.0,2010.0,90,,,268916811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1390.0,63.0,149.0,5.0,,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24323,11990,66460.0,4.0,2010.0,90,,,268882216,4.46,4.33,4.33,4.66,4.66,4.33,3.0,100.0,2.0,6.0,1390.0,,,5.0,,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
24328,11990,92538.0,5.0,2010.0,77,,,268672624,5.0,5.0,5.0,5.0,5.0,5.0,3.0,100.0,1.0,5.0,1598.0,45.0,,,4.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24335,11990,83361.0,3.0,2011.0,90,3.0,2016.0,268530816,4.7,4.81,4.63,4.72,4.72,4.6,11.0,100.0,1.0,6.0,1400.0,62.0,144.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24336,11990,75900.0,4.0,2010.0,103,5.0,2017.0,268487945,3.79,3.75,4.31,3.55,4.15,3.11,20.0,75.0,2.0,,,,,4.0,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24338,11990,103192.0,2.0,2012.0,77,,,268477882,4.21,4.25,4.25,4.25,4.25,4.0,4.0,100.0,1.0,,1598.0,45.0,119.0,5.0,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24339,11990,110500.0,3.0,2012.0,77,,,268475878,5.0,5.0,5.0,5.0,5.0,5.0,1.0,100.0,1.0,,1598.0,41.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24341,11990,114000.0,1.0,2012.0,77,,,268437380,4.66,4.5,5.0,4.5,4.5,5.0,2.0,100.0,,,1598.0,48.0,,,4.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
24343,11990,93011.0,9.0,2009.0,81,9.0,2016.0,268306228,2.6,2.0,4.0,3.0,2.0,2.0,1.0,100.0,1.0,,1968.0,49.0,,,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
24348,11990,33999.0,3.0,2012.0,63,,,268125859,4.88,5.0,5.0,5.0,4.5,5.0,2.0,100.0,1.0,5.0,1197.0,55.0,130.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24350,11990,75577.0,9.0,2009.0,77,,,267994858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1598.0,45.0,,,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
24351,11990,80950.0,3.0,2011.0,77,,,267994865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1598.0,45.0,,,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
24354,11990,55000.0,4.0,2011.0,77,4.0,2016.0,267807504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1197.0,52.0,121.0,3.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24357,11990,44620.0,11.0,2011.0,77,3.0,2017.0,267645995,4.8,5.0,5.0,5.0,4.0,5.0,1.0,100.0,1.0,6.0,1197.0,57.0,134.0,5.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
24360,11990,46135.0,2.0,2010.0,75,,,267272652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1598.0,74.0,176.0,2.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
24365,11990,115900.0,12.0,2012.0,77,12.0,2015.0,267165335,4.76,4.83,4.58,4.83,4.83,4.72,12.0,100.0,2.0,5.0,1598.0,42.0,,,5.0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
24367,11990,34200.0,11.0,2010.0,90,,,266993651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,1390.0,,,5.0,,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24370,11990,53800.0,4.0,2011.0,90,,,266612899,4.0,4.0,4.0,4.0,4.0,0.0,1.0,100.0,,6.0,1390.0,62.0,144.0,4.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24371,11990,9600.0,9.0,2012.0,59,9.0,2015.0,266549803,4.3,4.52,4.37,4.43,4.0,4.1,17.0,94.0,1.0,,1390.0,64.0,149.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24372,11990,110381.0,8.0,2011.0,77,9.0,2016.0,266541807,3.8,4.0,3.0,4.0,3.0,5.0,1.0,100.0,1.0,5.0,1600.0,42.0,109.0,4.0,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
24373,11990,96698.0,9.0,2009.0,77,,,266502328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1598.0,45.0,,,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
24375,11990,128500.0,1.0,2010.0,103,1.0,2017.0,266123344,4.92,5.0,5.0,5.0,5.0,4.5,3.0,100.0,2.0,,1968.0,61.0,,,4.0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
24376,11990,113130.0,1.0,2012.0,77,,,266443001,5.0,5.0,5.0,5.0,5.0,5.0,3.0,100.0,1.0,5.0,1598.0,45.0,,,4.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24382,11990,61947.0,10.0,2011.0,90,,,266069208,4.6,4.5,4.0,5.0,4.5,5.0,2.0,100.0,1.0,6.0,1390.0,63.0,149.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24383,11990,92682.0,1.0,2012.0,77,,,265784867,5.0,5.0,5.0,5.0,5.0,5.0,2.0,100.0,1.0,5.0,1598.0,45.0,,,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24384,11990,121900.0,3.0,2011.0,103,8.0,2016.0,265941417,4.14,4.5,3.0,4.0,4.5,4.0,2.0,100.0,1.0,6.0,1968.0,49.0,128.0,5.0,5.0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
24385,11990,118316.0,11.0,2011.0,77,11.0,2016.0,265692929,3.93,4.0,4.0,4.0,4.0,3.66,3.0,100.0,1.0,,1598.0,49.0,,,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
24386,11990,48375.0,6.0,2010.0,75,,,265670709,5.0,5.0,5.0,5.0,5.0,5.0,3.0,100.0,2.0,5.0,1595.0,92.0,169.0,4.0,5.0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24387,11990,48375.0,6.0,2010.0,75,,,265670710,5.0,5.0,5.0,5.0,5.0,5.0,3.0,100.0,2.0,5.0,1595.0,92.0,169.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24391,11990,50123.0,12.0,2010.0,90,,,265617769,4.53,4.66,4.66,4.5,4.66,4.0,3.0,100.0,1.0,6.0,1390.0,64.0,153.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
24392,11990,112350.0,10.0,2010.0,90,,,265225429,5.0,5.0,5.0,5.0,5.0,5.0,1.0,100.0,2.0,6.0,1390.0,63.0,149.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
24393,11990,69615.0,8.0,2011.0,90,,,265393007,5.0,5.0,5.0,5.0,5.0,5.0,1.0,100.0,1.0,6.0,1390.0,1.0,,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24395,11990,34004.0,7.0,2012.0,63,,,265346500,4.0,4.0,4.25,4.0,4.0,3.75,5.0,80.0,1.0,5.0,1197.0,56.0,,,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
24400,11499,71145.0,11.0,2011.0,77,1.0,2017.0,264658232,3.8,4.0,3.0,4.0,3.0,5.0,1.0,100.0,1.0,6.0,1197.0,1.0,,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24403,11990,92000.0,7.0,2010.0,90,,,264517853,4.6,5.0,5.0,5.0,5.0,3.0,1.0,100.0,1.0,6.0,1390.0,63.0,149.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
24408,11990,99952.0,11.0,2011.0,77,10.0,2016.0,264208656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1598.0,45.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24409,11990,104785.0,10.0,2011.0,103,10.0,2014.0,263985734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1968.0,60.0,159.0,3.0,5.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
24414,11990,25674.0,9.0,2012.0,63,,,263507678,5.0,5.0,5.0,5.0,5.0,5.0,3.0,100.0,1.0,5.0,1197.0,55.0,130.0,2.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24415,11990,47054.0,12.0,2010.0,77,,,263522661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1197.0,52.0,121.0,5.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
24416,11990,114000.0,2.0,2012.0,75,,,263337287,5.0,5.0,5.0,5.0,5.0,5.0,2.0,100.0,1.0,5.0,1595.0,41.0,107.0,4.0,5.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24421,11990,44980.0,11.0,2011.0,90,11.0,2014.0,262796437,4.94,5.0,5.0,5.0,4.75,5.0,4.0,100.0,1.0,,1390.0,64.0,153.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
24435,11990,29600.0,12.0,2012.0,77,,,261504313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,1197.0,57.0,134.0,4.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24438,11990,104163.0,1.0,2012.0,77,,,261161189,4.4,4.5,4.75,4.5,4.25,4.0,4.0,100.0,1.0,,1598.0,41.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24449,11990,84000.0,5.0,2011.0,77,,,259720091,5.0,5.0,5.0,5.0,5.0,5.0,1.0,100.0,1.0,,1598.0,45.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24451,11990,39600.0,12.0,2010.0,63,,,258810349,5.0,5.0,5.0,5.0,5.0,5.0,2.0,100.0,1.0,5.0,1197.0,55.0,129.0,3.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24453,11990,92987.0,12.0,2009.0,77,,,258470543,3.72,3.8,4.0,3.6,3.5,3.66,5.0,60.0,,,1598.0,45.0,,,4.0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
24454,11990,49876.0,4.0,2009.0,90,5.0,2016.0,258083257,3.72,3.8,4.0,3.6,3.5,3.66,5.0,60.0,2.0,,1390.0,60.0,138.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
24457,11990,96200.0,8.0,2012.0,77,,,256557316,5.0,5.0,5.0,5.0,5.0,5.0,1.0,100.0,1.0,5.0,1598.0,45.0,,,,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24458,11990,129100.0,1.0,2010.0,103,,,256293111,4.0,4.0,4.0,4.0,4.0,4.0,2.0,100.0,2.0,6.0,1968.0,60.0,,,3.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
24459,11990,104200.0,8.0,2012.0,77,,,256557318,5.0,5.0,5.0,5.0,5.0,5.0,1.0,100.0,1.0,5.0,1598.0,45.0,,,,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24461,11990,43000.0,6.0,2012.0,77,,,254749408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,1197.0,,,5.0,,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24465,11990,33681.0,9.0,2011.0,77,,,216147903,4.0,4.0,4.0,4.0,4.0,4.0,1.0,100.0,1.0,6.0,1198.0,49.0,134.0,4.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24466,11990,67332.0,1.0,2009.0,118,,,241985820,4.53,4.66,4.66,4.66,4.66,4.0,3.0,100.0,1.0,,1390.0,60.0,139.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
24473,11995,26971.0,11.0,2012.0,77,,,267902763,5.0,5.0,5.0,5.0,5.0,5.0,1.0,100.0,,6.0,1197.0,57.0,134.0,4.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24487,11998,81746.0,9.0,2011.0,77,,,262620244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1598.0,48.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
24492,11999,84620.0,8.0,2012.0,77,,,270885895,3.9,4.0,4.5,4.0,3.5,3.5,2.0,100.0,1.0,,1598.0,45.0,,,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
24493,11999,54100.0,10.0,2010.0,77,,,270687460,5.0,5.0,5.0,5.0,5.0,5.0,3.0,100.0,1.0,,1197.0,59.0,139.0,4.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
24494,11999,37600.0,4.0,2011.0,77,5.0,2016.0,270584742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1197.0,59.0,139.0,4.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
24499,11999,172000.0,8.0,2011.0,103,,,270452123,2.3,1.5,5.0,1.0,2.5,1.5,2.0,0.0,,,1968.0,55.0,,,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
24501,11999,24000.0,9.0,2011.0,77,9.0,2016.0,270390340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1197.0,57.0,134.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
24505,11999,48700.0,2.0,2012.0,63,,,270041895,2.3,1.5,5.0,1.0,2.5,1.5,2.0,0.0,,,1197.0,55.0,130.0,4.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
24507,11999,91900.0,10.0,2012.0,77,,,269977957,2.3,1.5,5.0,1.0,2.5,1.5,2.0,0.0,,,1598.0,45.0,,,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
24508,11999,112000.0,3.0,2011.0,103,,,269905183,4.06,3.92,4.16,4.08,4.33,3.77,13.0,85.0,1.0,6.0,1968.0,56.0,,,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
24509,11999,56000.0,9.0,2011.0,77,5.0,2017.0,269829814,4.12,4.4,4.2,4.2,3.8,4.0,5.0,100.0,,,1197.0,57.0,134.0,5.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24511,11999,63650.0,2.0,2011.0,77,,,269648426,5.0,5.0,5.0,5.0,5.0,5.0,1.0,100.0,,,1197.0,57.0,135.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
24515,11999,40836.0,3.0,2011.0,90,5.0,2017.0,269504210,4.55,4.5,4.75,4.5,4.25,5.0,4.0,75.0,1.0,6.0,1390.0,62.0,144.0,4.0,,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24517,11999,61774.0,7.0,2009.0,118,9.0,2016.0,269310108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,1390.0,63.0,145.0,2.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24524,11999,87570.0,5.0,2011.0,90,8.0,2016.0,268442586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,1390.0,63.0,149.0,2.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
24534,11999,137000.0,11.0,2012.0,77,,,267319854,2.3,1.5,5.0,1.0,2.5,1.5,2.0,0.0,1.0,,1598.0,45.0,,,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
24539,11999,79990.0,10.0,2011.0,77,1.0,2017.0,267175439,3.77,4.0,4.0,4.0,4.0,2.0,2.0,100.0,1.0,,1598.0,45.0,,,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
24542,11999,82000.0,11.0,2011.0,77,11.0,2014.0,266075529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1598.0,45.0,,,5.0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
24543,11999,140000.0,7.0,2011.0,77,,,266142941,3.54,3.42,3.57,3.28,4.14,3.2,7.0,57.0,,,1598.0,45.0,,,4.0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
24551,11999,154211.0,10.0,2011.0,103,,,265425113,2.3,1.5,5.0,1.0,2.5,1.5,2.0,0.0,,,1968.0,55.0,,,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
24552,11999,72419.0,5.0,2011.0,77,,,265207832,5.0,5.0,5.0,5.0,5.0,5.0,1.0,100.0,1.0,6.0,1197.0,1.0,,4.0,,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
24553,11999,116012.0,10.0,2011.0,77,,,265359890,2.3,1.5,5.0,1.0,2.5,1.5,2.0,0.0,,,1598.0,45.0,,,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
24555,11999,55100.0,10.0,2009.0,90,,,264687592,3.54,3.42,3.57,3.28,4.14,3.2,7.0,57.0,1.0,,1390.0,65.0,152.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
24562,11999,42322.0,5.0,2011.0,77,,,263556053,4.55,4.5,4.75,4.5,4.25,5.0,4.0,75.0,1.0,6.0,1197.0,57.0,134.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24585,12000,86000.0,1.0,2010.0,118,,,269605827,3.29,3.0,3.5,3.0,3.83,3.0,6.0,67.0,2.0,,1390.0,63.0,145.0,5.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24593,12000,99464.0,1.0,2011.0,77,1.0,2016.0,266756174,3.73,4.0,3.33,3.33,4.33,3.66,3.0,67.0,1.0,5.0,1598.0,45.0,,,,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
24599,12000,64500.0,1.0,2010.0,118,,,265516701,4.8,5.0,5.0,5.0,4.0,5.0,1.0,100.0,,6.0,1390.0,63.0,145.0,4.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24618,12060,41559.0,3.0,2011.0,77,,,268619511,3.97,4.57,4.57,3.71,3.85,3.14,7.0,100.0,1.0,6.0,1197.0,57.0,134.0,3.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24621,12080,80164.0,2.0,2011.0,90,,,268227853,3.97,4.57,4.57,3.71,3.85,3.14,7.0,100.0,1.0,7.0,1390.0,60.0,138.0,3.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
24623,12090,83100.0,9.0,2012.0,77,,,270770263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1598.0,45.0,119.0,5.0,,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
24625,12100,96800.0,11.0,2012.0,77,,,270811476,4.47,4.5,4.25,4.5,4.5,4.66,4.0,100.0,1.0,,1598.0,45.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24633,12190,77000.0,5.0,2011.0,103,5.0,2016.0,269922398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1968.0,55.0,,,2.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
24634,12180,109967.0,5.0,2011.0,103,,,266832715,4.4,4.37,4.25,4.0,4.87,4.66,8.0,88.0,1.0,,2000.0,43.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24643,12199,37837.0,3.0,2011.0,63,3.0,2016.0,268544520,4.93,5.0,4.66,5.0,5.0,5.0,3.0,100.0,1.0,,1197.0,58.0,134.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
24644,12199,125000.0,2.0,2012.0,77,,,266965185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1598.0,47.0,,,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
