,preis,kilometer,erstzulassung_monat,erstzulassung_jahr,leistung,mfk_monat,mfk_jahr,angebotsnummer,bewertung_durchschnitt,bewertung_gesamteindruck,bewertung_erreichbarkeit,bewertung_zuverlaessigkeit,bewertung_angebotsbeschreibung,bewertung_kauferlebnis,anzahl_bewertungen,prozentsatz_weiterempfehlungen,fahrzeughalter,gaenge,hubraum,kraftstoffverbrauch,co2_emissionen,tueren,sitzplaetze,garantie,marke_Volkswagen,modell_Golf VI,treibstoff_Autogas (LPG),treibstoff_Benzin,treibstoff_Diesel,treibstoff_Gas,treibstoff_Sonstige,anbieter_Gewerblicher Anbieter,anbieter_Privater Anbieter,karosserieform_Cabrio,karosserieform_Coupé,karosserieform_Kleinwagen,karosserieform_Kombi,karosserieform_Limousine,karosserieform_Sonstige,karosserieform_Van/Kleinbus,getriebe_Automatik,getriebe_Halbautomatik,getriebe_Schaltgetriebe,antriebsart_Allrad,antriebsart_Front,antriebsart_Heck
24647,12199,57800.0,10.0,2010.0,118,,,265990753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,1390.0,63.0,145.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24660,12210,72749.0,1.0,2011.0,77,2.0,2016.0,270519926,4.5,5.0,4.0,5.0,4.0,5.0,2.0,100.0,1.0,5.0,1598.0,45.0,,,3.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24663,12210,45500.0,2.0,2012.0,63,,,267503873,4.82,4.85,4.92,4.85,4.71,4.76,14.0,100.0,1.0,,1197.0,55.0,130.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24665,12222,30767.0,1.0,2011.0,63,,,269668713,4.5,4.0,5.0,5.0,4.0,0.0,1.0,100.0,,5.0,1197.0,,,5.0,,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24666,12220,75082.0,8.0,2010.0,118,3.0,2017.0,268627814,4.14,4.15,4.22,4.11,4.31,3.85,19.0,84.0,1.0,,1390.0,61.0,143.0,4.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
24667,12230,19228.0,3.0,2012.0,77,,,270881929,5.0,5.0,5.0,5.0,5.0,5.0,2.0,100.0,1.0,5.0,1197.0,57.0,134.0,5.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
24668,12229,34500.0,5.0,2012.0,77,,,269311045,3.41,3.33,4.0,3.33,4.0,1.0,3.0,67.0,1.0,,1197.0,57.0,134.0,5.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24671,12230,91655.0,3.0,2012.0,90,,,267733598,5.0,5.0,5.0,5.0,5.0,5.0,1.0,100.0,,6.0,1390.0,62.0,144.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24672,12230,58956.0,5.0,2011.0,77,,,270207990,5.0,5.0,0.0,0.0,0.0,0.0,1.0,100.0,1.0,,1197.0,57.0,134.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24673,12230,46560.0,4.0,2012.0,63,,,270149740,4.27,4.0,4.66,3.75,4.33,5.0,5.0,80.0,2.0,,1197.0,55.0,129.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24674,12233,50455.0,2.0,2011.0,77,,,266623146,3.8,4.5,3.0,3.5,4.0,4.0,2.0,100.0,1.0,,1197.0,58.0,134.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
24678,12249,45000.0,7.0,2011.0,77,7.0,2016.0,270509035,3.73,3.6,4.0,3.5,4.2,3.25,5.0,80.0,1.0,,1197.0,57.0,134.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24680,12249,34511.0,9.0,2011.0,77,,,260276285,4.4,4.5,4.0,4.0,4.5,5.0,2.0,100.0,1.0,,1197.0,57.0,134.0,3.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
24682,12250,108205.0,11.0,2012.0,77,,,270768024,4.25,4.28,4.28,4.42,4.28,4.0,7.0,100.0,2.0,5.0,1598.0,41.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24686,12250,81600.0,6.0,2011.0,77,,,269776100,4.04,3.9,4.2,4.1,4.1,3.88,10.0,80.0,1.0,5.0,1598.0,45.0,,,5.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24691,12280,40681.0,3.0,2011.0,90,,,267645598,4.24,4.4,4.4,4.2,4.2,4.0,5.0,100.0,1.0,,1390.0,63.0,149.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
24692,12278,27500.0,9.0,2010.0,118,,,267725675,4.57,4.33,4.8,4.6,4.6,4.6,6.0,100.0,2.0,6.0,1390.0,63.0,145.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24693,12279,89000.0,10.0,2009.0,118,,,257504398,4.81,4.6,5.0,5.0,5.0,4.5,5.0,100.0,1.0,,1390.0,60.0,139.0,3.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
24694,12280,87053.0,12.0,2010.0,77,,,267015616,5.0,5.0,5.0,5.0,5.0,5.0,5.0,80.0,1.0,5.0,1598.0,45.0,,,4.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24695,12280,58000.0,10.0,2009.0,90,,,270492849,4.18,3.8,4.25,4.0,4.2,4.75,5.0,100.0,1.0,6.0,1390.0,,,5.0,,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
24696,11980,85449.0,8.0,2012.0,77,,,262672488,4.21,4.33,4.33,4.27,4.27,3.77,12.0,92.0,,,1598.0,41.0,107.0,5.0,,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24697,12280,63229.0,8.0,2012.0,77,,,260555622,4.21,4.33,4.33,4.27,4.27,3.77,12.0,92.0,,,1598.0,42.0,109.0,5.0,,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
24699,12289,90170.0,3.0,2011.0,77,3.0,2016.0,268214899,4.87,4.5,5.0,5.0,5.0,0.0,2.0,100.0,1.0,,1598.0,45.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
24702,12289,24537.0,10.0,2012.0,63,,,265902885,3.89,3.9,4.3,3.94,3.77,3.2,21.0,86.0,1.0,5.0,1197.0,55.0,129.0,5.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
24704,12290,185000.0,5.0,2009.0,81,,,270507763,4.0,4.0,4.0,0.0,0.0,0.0,1.0,100.0,2.0,,1968.0,49.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
24706,12290,23800.0,5.0,2010.0,90,,,269885238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1390.0,63.0,149.0,3.0,,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24708,12290,61541.0,8.0,2011.0,77,,,269662748,4.1,4.0,4.5,4.0,4.0,4.0,2.0,100.0,2.0,6.0,1197.0,57.0,134.0,5.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
24709,12290,33412.0,10.0,2011.0,63,,,268883327,4.9,5.0,4.5,5.0,5.0,5.0,2.0,100.0,1.0,,1197.0,55.0,129.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
24710,12290,34673.0,3.0,2009.0,90,,,268845056,5.0,5.0,5.0,5.0,5.0,5.0,1.0,100.0,1.0,6.0,1400.0,63.0,149.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24715,12290,80000.0,11.0,2009.0,90,,,265930337,5.0,5.0,5.0,5.0,5.0,0.0,1.0,100.0,,,1390.0,59.0,138.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
24716,12290,109000.0,9.0,2011.0,77,,,265825750,2.8,2.66,4.5,2.5,2.5,1.0,3.0,67.0,1.0,5.0,1598.0,41.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24717,12290,77800.0,10.0,2011.0,77,11.0,2016.0,264744653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1598.0,41.0,107.0,4.0,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24720,12290,72500.0,10.0,2010.0,77,10.0,2015.0,263389808,4.24,4.4,4.2,4.0,4.0,4.6,5.0,100.0,1.0,,1197.0,57.0,134.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24725,12299,40315.0,1.0,2011.0,63,,,268096151,4.06,4.33,4.33,4.33,4.0,3.33,3.0,100.0,1.0,,1200.0,58.0,134.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24728,12300,87033.0,2.0,2011.0,103,1.0,2016.0,270633756,4.73,4.8,4.7,4.8,4.7,4.6,10.0,100.0,1.0,6.0,1968.0,49.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
24731,12300,65000.0,11.0,2009.0,90,,,269833803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1390.0,64.0,153.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
24736,12329,45880.0,9.0,2011.0,63,,,269288697,4.26,4.15,4.3,4.36,4.46,4.0,13.0,85.0,1.0,,1197.0,55.0,129.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24737,12330,22000.0,5.0,2011.0,63,,,270922315,4.27,4.0,4.66,3.75,4.33,5.0,5.0,80.0,2.0,,1197.0,58.0,134.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
24739,12330,38761.0,12.0,2011.0,77,,,270735298,4.3,4.4,4.5,4.4,3.8,4.44,10.0,100.0,1.0,,1197.0,57.0,134.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
24740,12330,69105.0,4.0,2011.0,77,4.0,2016.0,270515283,4.9,5.0,5.0,5.0,4.5,5.0,2.0,100.0,1.0,6.0,1197.0,58.0,136.0,5.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
24747,12340,43450.0,3.0,2010.0,59,,,227030476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1390.0,64.0,149.0,4.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24752,12350,81914.0,10.0,2012.0,77,1.0,2015.0,270770260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1598.0,45.0,119.0,5.0,,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
24753,12350,74682.0,4.0,2010.0,90,,,270789737,5.0,5.0,5.0,5.0,5.0,0.0,1.0,100.0,1.0,5.0,1390.0,63.0,149.0,5.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
24756,12350,49537.0,9.0,2011.0,59,,,270384767,4.29,4.3,4.41,4.48,4.2,4.06,39.0,92.0,1.0,,1390.0,64.0,149.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
24757,12350,110800.0,3.0,2012.0,103,,,269954467,4.9,5.0,5.0,5.0,4.5,5.0,4.0,100.0,1.0,6.0,1968.0,55.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24758,12350,80650.0,1.0,2012.0,77,12.0,2016.0,269650414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1598.0,45.0,,,4.0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
24759,12350,109450.0,4.0,2009.0,103,,,269019049,4.0,4.25,4.5,3.75,4.0,3.33,4.0,75.0,2.0,6.0,1968.0,55.0,145.0,5.0,5.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
24760,12350,50800.0,4.0,2010.0,90,,,269706809,4.47,4.5,4.25,4.5,4.5,4.66,4.0,100.0,1.0,6.0,1390.0,62.0,144.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24761,12350,108901.0,1.0,2012.0,77,,,269012987,4.29,4.3,4.41,4.48,4.2,4.06,39.0,92.0,1.0,,1598.0,45.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
24763,12350,41645.0,3.0,2011.0,77,,,268862122,3.56,3.46,4.16,3.54,3.58,3.0,13.0,62.0,1.0,6.0,1197.0,57.0,135.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24764,12350,91477.0,5.0,2011.0,77,5.0,2016.0,267315713,4.9,5.0,5.0,5.0,4.5,5.0,2.0,100.0,2.0,5.0,1598.0,45.0,119.0,5.0,5.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
24765,12350,130600.0,1.0,2012.0,103,,,263707828,4.51,4.83,4.66,4.16,4.33,4.6,6.0,100.0,1.0,6.0,1968.0,56.0,,,5.0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
24770,12360,85006.0,7.0,2011.0,77,,,268691502,3.97,4.57,4.57,3.71,3.85,3.14,7.0,100.0,2.0,5.0,1598.0,45.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24773,12369,99960.0,6.0,2010.0,77,,,265790013,4.81,4.6,5.0,5.0,5.0,4.5,5.0,100.0,1.0,,1197.0,57.0,135.0,5.0,,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24774,12373,15086.0,9.0,2012.0,63,,,270814339,4.41,4.6,4.6,4.6,4.6,3.5,5.0,100.0,1.0,,1197.0,55.0,129.0,3.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24778,12373,15086.0,9.0,2012.0,63,,,270820647,4.03,4.14,4.42,4.0,4.0,3.4,7.0,71.0,1.0,,1197.0,55.0,129.0,3.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24780,12379,71320.0,4.0,2011.0,77,,,269313990,4.7,4.5,5.0,4.83,4.5,4.66,6.0,100.0,1.0,,1598.0,45.0,119.0,5.0,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24783,12380,46758.0,11.0,2010.0,90,11.0,2015.0,269096703,4.42,4.37,4.37,4.62,4.5,4.16,8.0,88.0,2.0,,1390.0,62.0,144.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24785,12380,31050.0,12.0,2011.0,77,,,267665739,3.97,4.57,4.57,3.71,3.85,3.14,7.0,100.0,1.0,6.0,1197.0,57.0,134.0,3.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24788,12380,47500.0,1.0,2011.0,90,,,264277241,5.0,5.0,5.0,5.0,5.0,5.0,2.0,100.0,1.0,6.0,1390.0,62.0,144.0,5.0,,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24789,12380,48767.0,3.0,2012.0,90,,,264230982,4.55,4.77,4.77,4.66,4.44,4.0,9.0,100.0,2.0,,1390.0,62.0,144.0,3.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24792,12385,55028.0,7.0,2011.0,90,8.0,2016.0,265030290,3.78,3.8,3.6,3.8,4.0,3.66,5.0,80.0,1.0,6.0,1390.0,62.0,144.0,4.0,,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24793,12390,87436.0,10.0,2010.0,103,4.0,2016.0,270942350,,,,,,,,,2.0,6.0,1968.0,49.0,129.0,2.0,5.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
24795,12389,27486.0,4.0,2012.0,77,,,269724544,4.11,4.09,4.36,4.27,4.27,3.37,11.0,82.0,1.0,6.0,1197.0,57.0,134.0,3.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
24797,12389,94162.0,3.0,2012.0,77,,,269189503,4.11,4.09,4.36,4.27,4.27,3.37,11.0,82.0,1.0,5.0,1598.0,45.0,,,5.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
24798,12390,61200.0,6.0,2010.0,90,,,270481415,5.0,5.0,5.0,5.0,5.0,5.0,1.0,100.0,1.0,6.0,1390.0,65.0,152.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
24807,12390,82000.0,1.0,2012.0,90,2.0,2017.0,268840015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1390.0,64.0,153.0,4.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
24810,12390,33919.0,4.0,2011.0,59,6.0,2016.0,268734652,5.0,5.0,5.0,5.0,5.0,5.0,1.0,100.0,1.0,5.0,1390.0,64.0,149.0,4.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24811,12390,21450.0,1.0,2011.0,59,1.0,2016.0,268946476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1390.0,66.0,154.0,4.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
24812,12390,41300.0,12.0,2009.0,90,,,268546375,2.8,2.66,4.5,2.5,2.5,1.0,3.0,67.0,1.0,6.0,1390.0,62.0,144.0,3.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24813,12390,77747.0,3.0,2012.0,77,,,267846516,3.56,3.46,4.16,3.54,3.58,3.0,13.0,62.0,1.0,5.0,1598.0,45.0,,,3.0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
24814,12390,76177.0,2.0,2011.0,77,,,267628597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1197.0,57.0,135.0,5.0,,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24816,12390,26612.0,2.0,2011.0,59,,,266637101,5.0,5.0,5.0,5.0,5.0,5.0,1.0,100.0,1.0,5.0,1390.0,64.0,149.0,4.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24819,12390,33500.0,12.0,2010.0,77,,,263991228,5.0,5.0,5.0,5.0,5.0,0.0,1.0,100.0,1.0,7.0,1197.0,58.0,134.0,5.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
24820,12390,86128.0,12.0,2011.0,77,11.0,2016.0,265097094,4.21,4.25,4.25,4.25,4.25,4.0,4.0,100.0,1.0,,1598.0,45.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
24821,12390,36413.0,9.0,2010.0,118,9.0,2015.0,258259895,4.0,3.66,3.66,4.0,4.33,5.0,3.0,100.0,1.0,,1390.0,63.0,145.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24824,12390,22000.0,12.0,2013.0,63,12.0,2016.0,245086574,4.8,5.0,5.0,5.0,4.0,5.0,1.0,100.0,1.0,5.0,1197.0,55.0,129.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24827,12395,36375.0,8.0,2011.0,63,,,269931215,4.33,4.0,0.0,5.0,4.0,0.0,1.0,100.0,1.0,,1197.0,55.0,130.0,5.0,,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24833,12400,64764.0,4.0,2012.0,77,4.0,2015.0,270633789,4.73,4.8,4.7,4.8,4.7,4.6,10.0,100.0,1.0,5.0,1598.0,42.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
24836,12400,84859.0,4.0,2010.0,118,,,269748211,4.6,5.0,5.0,5.0,3.0,5.0,1.0,100.0,1.0,6.0,1390.0,63.0,145.0,2.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24838,12400,42330.0,1.0,2011.0,77,,,269242348,4.46,4.66,4.33,4.5,4.66,4.0,3.0,100.0,1.0,6.0,1197.0,57.0,135.0,5.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
24839,12400,84859.0,4.0,2010.0,118,,,269748187,4.6,5.0,5.0,5.0,5.0,3.0,2.0,100.0,1.0,6.0,1390.0,63.0,145.0,2.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24841,12400,89000.0,2.0,2011.0,77,,,268592649,4.3,4.52,4.37,4.43,4.0,4.1,17.0,94.0,1.0,7.0,1598.0,48.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
24847,12400,99600.0,9.0,2009.0,103,7.0,2015.0,243532866,3.4,4.0,3.5,3.5,3.0,3.0,2.0,50.0,1.0,6.0,1968.0,,,4.0,5.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24848,12404,76700.0,7.0,2012.0,77,,,260707131,4.66,5.0,5.0,5.0,3.5,5.0,2.0,100.0,1.0,5.0,1598.0,41.0,107.0,4.0,,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24850,12410,41100.0,8.0,2011.0,90,,,268922010,4.82,4.85,4.92,4.85,4.71,4.76,14.0,100.0,1.0,,1197.0,57.0,134.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
24854,12420,66890.0,7.0,2011.0,90,8.0,2016.0,268090258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,1390.0,62.0,144.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24856,12421,55550.0,6.0,2011.0,77,6.0,2016.0,270820646,4.03,4.14,4.42,4.0,4.0,3.4,7.0,71.0,1.0,,1598.0,41.0,,,3.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24858,12421,55550.0,6.0,2011.0,77,6.0,2016.0,270814338,4.41,4.6,4.6,4.6,4.6,3.5,5.0,100.0,1.0,,1598.0,41.0,,,3.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24859,12424,93018.0,2.0,2012.0,77,,,270938259,3.69,3.77,3.66,3.66,4.0,3.37,9.0,78.0,1.0,,1598.0,45.0,,,,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
24860,12430,107014.0,7.0,2011.0,118,,,270881931,5.0,5.0,5.0,5.0,5.0,5.0,2.0,100.0,1.0,6.0,1390.0,65.0,153.0,,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
24862,12430,105566.0,1.0,2012.0,77,,,270872775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1598.0,45.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
24867,12430,41721.0,5.0,2011.0,77,,,270440893,4.3,4.4,4.5,4.4,3.8,4.44,10.0,100.0,2.0,,1197.0,57.0,134.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
24868,12430,94074.0,3.0,2012.0,77,,,270139350,4.36,4.28,4.42,4.42,4.42,4.2,7.0,100.0,1.0,,1598.0,45.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
24869,12430,100300.0,10.0,2011.0,103,,,270038213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1968.0,43.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24870,12430,58000.0,12.0,2008.0,118,,,270172046,4.13,4.2,4.0,4.0,4.2,4.5,5.0,100.0,2.0,6.0,1390.0,63.0,145.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24876,12430,25505.0,1.0,2011.0,63,,,269212012,3.5,4.0,3.0,3.5,4.0,3.0,2.0,100.0,1.0,,1197.0,56.0,133.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
24877,12430,100700.0,2.0,2011.0,77,,,268839722,3.68,3.5,4.5,4.25,3.25,2.66,4.0,75.0,1.0,5.0,1598.0,45.0,,,,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24878,12430,57347.0,4.0,2010.0,90,,,268736034,4.0,4.0,4.0,4.0,4.0,0.0,1.0,100.0,2.0,,1390.0,62.0,144.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
24879,12430,28016.0,10.0,2012.0,63,1.0,2017.0,264978471,4.5,4.33,4.33,5.0,4.33,5.0,3.0,100.0,1.0,5.0,1197.0,56.0,133.0,5.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
24882,12440,81645.0,3.0,2012.0,63,,,270158829,4.67,4.28,4.83,4.66,4.83,5.0,7.0,100.0,1.0,,1197.0,55.0,129.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
